EMPRESA;MODELO;DES_MODELO;FAMILIA;DES_FAMILIA;MARCA
1;1RENA               ;CLIO AUTH 1.0                           ;1;PADRÃO                        ;VW  
1;555399              ;C3 TENDANCE 1.5                         ;1;PADRÃO                        ;VW  
1;555193              ;C3 TENDANCE 1.5                         ;1;PADRÃO                        ;VW  
1;6A12K4              ;UP                                      ;1;PADRÃO                        ;VW  
1;5U4SN 4             ;VW/VOYAGE 1.0 SELECAO                   ;1;PADRÃO                        ;VW  
1;5U3TN 4             ;VW/GOL 1.0 TL MB                        ;1;PADRÃO                        ;VW  
1;5G19TY              ;I/VW GOLF GTI AB                        ;1;PADRÃO                        ;VW  
1;6A53K.4             ;VW/UP MOVE MA                           ;1;PADRÃO                        ;VW  
1;5U4PN4-0            ;VW/VOYAGE 1.0 TL MA S                   ;1;PADRÃO                        ;VW  
1;5279761             ;C4 LOUNGE TENDANCE AUT                  ;1;PADRÃO                        ;VW  
1;C87034              ;C3 15 ORIGINE 13/14                     ;1;PADRÃO                        ;VW  
1;3C51LD              ;PASSAT VARIANT                          ;1;PADRÃO                        ;VW  
1;5U3PN-4             ;VW/GOL 1.0 TL MB S                      ;1;PADRÃO                        ;VW  
1;5U4NN4              ;NOVO VOYAGE 1 0 CITY TFLEX VENDAS CORPOR;1;PADRÃO                        ;VW  
1;5U41N 4             ;VW/NOVO VOYAGE 1.0                      ;1;PADRÃO                        ;VW  
1;5C14N3              ;FUSCA 2.0 TSI 211CV DSG                 ;1;PADRÃO                        ;VW  
1;AU14JZ              ;I/VW GOLF HIGHLINE AC                   ;8;GOLF                          ;VW  
1;5U3PE 4             ;VW/GOL 1.6 TL MC S                      ;1;PADRÃO                        ;VW  
1;6A52K4-3            ;VW/UP TAKE                              ;1;PADRÃO                        ;VW  
1;526199              ;C4 LOUNGE 20 TENDANCE                   ;1;PADRÃO                        ;VW  
1;6A14K4              ;VW/UP HIGH MA                           ;1;PADRÃO                        ;VW  
1;C8703611            ;C4 LOUNGE THP 165 EXC AUT 13/14         ;1;PADRÃO                        ;VW  
1;C87037              ;C4 LOUNGE THP 165 EXC AUT 13/14         ;1;PADRÃO                        ;VW  
1;C870310             ;C3 1.5 ORIGINE                          ;1;PADRÃO                        ;VW  
1;7203                ;GOL 1.0                                 ;1;PADRÃO                        ;VW  
1;C870347             ;C3 TENDANCE 1.5 14/15                   ;1;PADRÃO                        ;VW  
1;2HBB3A              ;AMAROK CD 4X4 TREND AT                  ;20;AMAROK                        ;VW  
1;5G13JZ              ;I/VW GOLF COMFORTLINE AA BEST DRIVE     ;8;GOLF                          ;VW  
1;6A13K4              ;UP                                      ;1;PADRÃO                        ;VW  
1;5U3FN 4             ;VW/GOL 1.0 CL MB                        ;1;PADRÃO                        ;VW  
1;5U3TE 4             ;VW/GOL 1.6 TL MC                        ;1;PADRÃO                        ;VW  
1;5U3FE 4             ;VW/GOL 1.6 CL MC                        ;1;PADRÃO                        ;VW  
1;5U3GN 4             ;VW/NOVO GOL 1.0 TRACK                   ;1;PADRÃO                        ;VW  
1;6A56K 4             ;VW/UP BLACK WHITE RED MA                ;1;PADRÃO                        ;VW  
1;9A22N4              ;POLO SEDAN 1.6                          ;1;PADRÃO                        ;VW  
1;9A24F4              ;POLO SEDAN 1.6                          ;1;PADRÃO                        ;VW  
1;9A24G4              ;POLO SEDAN 2.0                          ;1;PADRÃO                        ;VW  
1;9B1DH3              ;GOLF                                    ;1;PADRÃO                        ;VW  
1;9B1FF4VW            ;GOLF                                    ;1;PADRÃO                        ;VW  
1;9B1LF42004          ;GOLF 1.6                                ;1;PADRÃO                        ;VW  
1;9E2PC82             ;POLO CLASSIC 1.8                        ;1;PADRÃO                        ;VW  
1;9E2PC83             ;POLO CLASSIC 1.8L                       ;1;PADRÃO                        ;VW  
1;9E23D4              ;POLO CLASSIC 1.8L                       ;1;PADRÃO                        ;VW  
1;9E7VN20             ;VAN 1.6L                                ;1;PADRÃO                        ;VW  
1;9EZPC83             ;POLO                                    ;1;PADRÃO                        ;VW  
1;9M2B002             ;BORA                                    ;1;PADRÃO                        ;VW  
1;9M2BC00             ;BORA 2.0L COMFORTLIN                    ;1;PADRÃO                        ;VW  
1;9M24L4              ;BORA 2.0L                               ;1;PADRÃO                        ;VW  
1;9M25H3              ;I/VW BORA                               ;1;PADRÃO                        ;VW  
1;9M25H4              ;BORA                                    ;1;PADRÃO                        ;VW  
1;A.37383             ;GOL                                     ;1;PADRÃO                        ;VW  
1;B0029M2             ;BORA 2.0                                ;1;PADRÃO                        ;VW  
1;Z12A4               ;CROS FOX                                ;1;PADRÃO                        ;VW  
1;8888888             ;CLIO 1.0                                ;1;PADRÃO                        ;VW  
1;377OY2              ;GOL ESPECIAL 5 LUG. MIXTO               ;1;PADRÃO                        ;VW  
1;5Y1AB4              ;GOL SPCECIAL                            ;1;PADRÃO                        ;VW  
1;377ZW2              ;GOL SERIE OURO 2000                     ;1;PADRÃO                        ;VW  
1;373CB2              ;GOL 1.6                                 ;1;PADRÃO                        ;VW  
1;5X1CS4              ;GOL PATRULHEIRO 1.6                     ;1;PADRÃO                        ;VW  
1;9B16M4              ;GOLF GTI                                ;1;PADRÃO                        ;VW  
1;9B12G3              ;GOLF 2.0                                ;1;PADRÃO                        ;VW  
1;5W1GT4              ;GOL 1.8 POWER                           ;1;PADRÃO                        ;VW  
1;377Y2               ;GOL SPECIAL                             ;1;PADRÃO                        ;VW  
1;5X1GT4              ;GOL 1.8                                 ;1;PADRÃO                        ;VW  
1;373MC2              ;GOL 1.8                                 ;1;PADRÃO                        ;VW  
1;374CA3              ;PARATI 1.6                              ;1;PADRÃO                        ;VW  
1;5X5HN4              ;PARATI 16V TOUR                         ;1;PADRÃO                        ;VW  
1;374CR2              ;PARATI 16V TURBO                        ;1;PADRÃO                        ;VW  
1;5X5BN4              ;PARATI 16V                              ;1;PADRÃO                        ;VW  
1;3741W2              ;PARATI  16.V 4P                         ;1;PADRÃO                        ;VW  
1;374C2C              ;PARATI 16.V  4P                         ;1;PADRÃO                        ;VW  
1;374BW2              ;VW  PARATI  16V. 4P                     ;1;PADRÃO                        ;VW  
1;374CB3              ;PARATI 1.6                              ;1;PADRÃO                        ;VW  
1;5X5CS4              ;PARATI PATRUL.1.6                       ;1;PADRÃO                        ;VW  
1;5X52E4              ;PARATI 16V PLUS                         ;1;PADRÃO                        ;VW  
1;374CA2              ;PARATI                                  ;1;PADRÃO                        ;VW  
1;5WS6T4              ;PARATI 1.8                              ;1;PADRÃO                        ;VW  
1;5X54F4              ;PARATI AMBULANCIA 1.8                   ;1;PADRÃO                        ;VW  
1;3X25A4              ;SANTANA COMFORTLINE                     ;1;PADRÃO                        ;VW  
1;5X52T4              ;PARATI 1.8                              ;1;PADRÃO                        ;VW  
1;5X5NF4              ;PARATI 1.8                              ;1;PADRÃO                        ;VW  
1;3742C2              ;PARATI  GL 1.8 MI 4P                    ;1;PADRÃO                        ;VW  
1;374CC2              ;PARATI 1.8                              ;1;PADRÃO                        ;VW  
1;5X5ST4              ;PARATI 1.8 TRACKFIELD                   ;1;PADRÃO                        ;VW  
1;5X5RT4              ;PARATI 1.8 CROSSOVER                    ;1;PADRÃO                        ;VW  
1;3742C3              ;PARATI 1.8                              ;1;PADRÃO                        ;VW  
1;3092D2              ;PARATI GL 1.8                           ;1;PADRÃO                        ;VW  
1;5W9084              ;SAVEIRO 1.6                             ;1;PADRÃO                        ;VW  
1;376CA3              ;SAVEIRO 1.6                             ;1;PADRÃO                        ;VW  
1;308134              ;MOTO                                    ;1;PADRÃO                        ;VW  
1;5X92P4              ;SAVEIRO 1.6                             ;1;PADRÃO                        ;VW  
1;5X9054              ;VW SAVEIRO 1.6                          ;1;PADRÃO                        ;VW  
1;376MA3              ;SAVEIRO 1.6                             ;1;PADRÃO                        ;VW  
1;9B13G4              ;GOLF 2.0                                ;1;PADRÃO                        ;VW  
1;5W93T4              ;SAVEIRO 1.8 SPOTLINE                    ;1;PADRÃO                        ;VW  
1;5W9PT4              ;SAVEIRO 1.8 CROSSOVER                   ;1;PADRÃO                        ;VW  
1;5X9MF4              ;SAVEIRO FUN                             ;1;PADRÃO                        ;VW  
1;5X9LF4              ;SAVEIRO 1.8 SUPERSURF                   ;1;PADRÃO                        ;VW  
1;5X9PT4              ;SAVEIRO 1.8 CROSSOVER                   ;1;PADRÃO                        ;VW  
1;3081D2              ;SAVEIRO CL1800 5M                       ;1;PADRÃO                        ;VW  
1;376C2               ;SAVEIRO 1.6                             ;1;PADRÃO                        ;VW  
1;9B16M8              ;GOLF GTI                                ;1;PADRÃO                        ;VW  
1;9B13N4              ;GOLF                                    ;1;PADRÃO                        ;VW  
1;9B13N3              ;GOLF SPORT TURBO                        ;1;PADRÃO                        ;VW  
1;7X11A1              ;VW/KOMBI FURGAO                         ;1;PADRÃO                        ;VW  
1;237011              ;KOMBI FUGAO                             ;1;PADRÃO                        ;VW  
1;VW8150              ;ONIBUS                                  ;1;PADRÃO                        ;VW  
1;7X21B1              ;VW\KOMBI                                ;1;PADRÃO                        ;VW  
1;237021              ;KOMBI FURGAO                            ;1;PADRÃO                        ;VW  
1;211011              ;KOMBI-FURGAO GAS. 1600 4M               ;1;PADRÃO                        ;VW  
1;7X2AD1              ;KOMBI ESCOLAR                           ;1;PADRÃO                        ;VW  
1;9A12G4              ;POLO 2.0                                ;1;PADRÃO                        ;VW  
1;9A1AG4              ;POLO 2.0                                ;1;PADRÃO                        ;VW  
1;9A23L4              ;POLO SEDAN                              ;1;PADRÃO                        ;VW  
1;9A23K4              ;POLO SEDAN 1.6                          ;1;PADRÃO                        ;VW  
1;9A23N4              ;POLO SEDAN 1.6                          ;1;PADRÃO                        ;VW  
1;VW/150              ;CAMINNAO                                ;1;PADRÃO                        ;VW  
